cluster idx,coord-x,coord-y,coord-z,peak value,area,annot
14,-38.88791275024414,7.144003868103027,-2.9026639461517334,4.886126518249512,2.3643698692321777,insula
15,-35.61161422729492,16.52625274658203,-7.483492851257324,5.0,25.83744239807129,insula
16,-23.362930297851562,3.4233200550079346,-29.85272216796875,4.911310195922852,16.94780731201172,entorhinal
17,-26.42698097229004,3.3653359413146973,-26.548015594482422,4.9201226234436035,10.654468536376953,entorhinal
