cluster idx,region,area
1,insula,0.7256153424580891
2,insula,1.0216158827145894
3,insula,1.5298250118891399
4,insula,1.07310422261556
5,temporalpole,0.2779913544654846
5,insula,0.5078325867652893
6,unknown,1.8927323619524636
7,entorhinal,0.42723266283671063
8,rostralanteriorcingulate,0.9551951885223389
