cluster idx,coord-x,coord-y,coord-z,peak value,area,annot
18,-38.88791275024414,7.144003868103027,-2.9026639461517334,4.886126518249512,0.3910008668899536,insula
19,-35.61161422729492,16.52625274658203,-7.483492851257324,5.0,5.978469769159953,insula
20,-26.42698097229004,3.3653359413146973,-26.548015594482422,4.9201226234436035,5.545661290486654,entorhinal
