cluster idx,region,area
9,superiorfrontal,1.1152221759160361
10,insula,2.178774893283844
11,insula,0.27501535415649414
12,insula,0.35740753014882404
13,insula,1.9964219729105634
14,lateralorbitofrontal,0.3403431971867879
15,middletemporal,0.32157490650812787
16,unknown,0.4812108675638835
17,superiorfrontal,0.3958511749903361
